12,Батон Аксай нан нарезной,https://arbuz.kz/image/f/20147-baton_aksai_nan_nareznoi.jpg,156,Аксай нан,"Хлебобулочное изделие, продолговатой формы с хрустящей корочкой. Батоны в основном употребляют во время завтрака со сливочным маслом, колбасой, сыром и вареньем. Готовят сухари для добавления в салаты и супы. ",Хлеб
13,Хлеб Аксай нан Ржано-пшеничный крестьянский,https://arbuz.kz/image/f/226255-hleb_aksai_nan_rzhano-pshenichnyi_krestyanskii.jpg,208,Аксай нан,"Несмотря на простоту, ржано-пшеничный хлеб по праву считается одним из очень полезных и питательных продуктов. Каждый батон содержит достаточно большое количество витаминов, таких как витамины группы В: В2, В3, B4,В6, Е, Н. Огромное количество минералов, таких как кальций, цинк, фосфор, медь, селен, молибден делают ржано-пшеничный хлеб ценным и полезным для здоровья людей всех возрастных категорий.,Состав: вода, мука пшеничная, мука ржаная, сахар, соль, дрожжи, солод ржаной неферментированный, ",Хлеб
14,Лаваш Алтын Бездрожжевой круглый 200 г,https://arbuz.kz/image/f/241101-lavash_altyn_bezdrozhzhevoi_kruglyi_200_g.jpg,285,Алтын,"Лаваш – пресный хлеб из пшеничной муки в виде тончайшей лепёшки. Лаваш – самостоятельно блюдо и идеальная «упаковка» для множества продуктов. В лаваш заворачивают сыр и свежую зелень, различные начинки – мясные, куриные, рыбные, овощные и творожные. Национальный армянский хаш едят наломанным лавашом, предварительно подсушенным в духовке, используя лепёшку вместо ложек. Армянский лаваш используют для приготовления шаурмы, ачмы, вертуты, горячих конвертиков с сыром и зеленью, из тонких лепёшек готовят чебуреки и кутабы. Лаваш подают с шашлыком и запечёнными овощами, в него заворачивают курицу-гриль. ",Хлеб
15,Лаваш Алтын Бездрожжевой резаный 240 г,https://arbuz.kz/image/f/241100-lavash_altyn_bezdrozhzhevoi_rezanyi_240_g.jpg,285,Алтын,"Лаваш – пресный хлеб из пшеничной муки в виде тончайшей лепёшки. Лаваш – самостоятельно блюдо и идеальная «упаковка» для множества продуктов. В лаваш заворачивают сыр и свежую зелень, различные начинки – мясные, куриные, рыбные, овощные и творожные. Национальный армянский хаш едят наломанным лавашом, предварительно подсушенным в духовке, используя лепёшку вместо ложек. Армянский лаваш используют для приготовления шаурмы, ачмы, вертуты, горячих конвертиков с сыром и зеленью, из тонких лепёшек готовят чебуреки и кутабы. Лаваш подают с шашлыком и запечёнными овощами, в него заворачивают курицу-гриль. ",Хлеб
16,Лепешки Mission Wheat&White пшеничные со злаками 250 г,https://arbuz.kz/image/f/244338-lepeshki_mission_wheat_white_pshenichnye_so_zlakami_250_g.jpg,715,Mission,"Пшеничные лепешки Mission со злаками приготовлены из пшеничной муки высшего сорта с добавлением пшеничных отрубей! Поэтому они - и вкусные, и полезные! К тому же, в одной лепешке Mission содержится на 40% меньше калорий, чем в двух кусках хлеба!,Лепешки станут эластичнее, если перед приготовлением сбрызнуть их водой и разогреть в микроволновой печи, на гриле или сковороде.",Хлеб
17,Хлеб Беккер Бездрожжевой 340 г,https://arbuz.kz/image/f/225620-hleb_bekker_bezdrozhzhevoi_340_g.jpg,372,Беккер,"Готовится на натуральной закваске, рождённой из муки и воды, без использования синтезированных промышленным образом дрожжей, ускоряющих процесс хлебопечения. Длительный процесс брожения закваски в течение недели с систематическим ее обновлением позволяет выработать натуральные ферменты, необходимые для здоровья человека. ,Такой способ приготовления позволяет нам печь хлеб с насыщенным вкусом, хрустящей румяной корочкой и пористым мякишем. Бездрожжевой хлеб сохраняет свои вкусовые качества в течение всего срока годности., мука пшеничная, вода, комплексная пищевая добавка (мука пшеничная, разрыхлители Е5375, Е500ii, E5450i, эмульгутор Е;82, гороховые волокна, агент антислеживающий Е170, загуститель Е466, мука пшеничная солодовая, регулятор кислотности Е341i, ароматизатор, антиокислитель Е300, ферментные препараты), маргарин (дезодорир.растительные масла, вода эмульгаторы Е471, Е475, Е322, соль пищевая, консервант Е202, регулятор кислотности Е330, ароматизатор ""масло"", краситель Е100, Е160b, гидрогенизированное и негидрогенизированное масло, вода), сахар-песок.",Хлеб
18,Лепешки Mission Super Soft пшеничные 250 г,https://arbuz.kz/image/f/244337-lepeshki_mission_super_soft_pshenichnye_250_g.jpg,715,Mission,"Лепешки Mission - отличная основа для приготовления закусок, горячих блюд и десертов! В мягкую, эластичную лепешку Mission вы можете завернуть все, что найдете в своем холодильнике – превратить ее в ролл-трубочку, рулет-буррито, конвертик-пирожок или даже в основу для пиццы! Рецепты для семейного ужина, перекуса перед компьютером, завтрака для детей – с Mission возможно все! Лепешки станут эластичнее, если перед приготовлением сбрызнуть их водой и разогреть в микроволновой печи, на гриле или на сковороде.",Хлеб
19,Лепешки Mission пшеничные мини 230 г,https://arbuz.kz/image/f/244344-lepeshki_mission_pshenichnye_mini_230_g.jpg,630,Mission,"Лепешки Mission — отличная основа для приготовления закусок, горячих блюд и десертов! В мягкую, эластичную лепешку Mission вы можете завернуть все, что найдете в своем холодильнике – превратить ее в ролл-трубочку, рулет-буррито, конвертик-пирожок или даже в основу для пиццы! Рецепты для семейного ужина, перекуса перед компьютером, завтрака для детей – с Mission возможно все! Лепешки станут эластичнее, если перед приготовлением сбрызнуть их водой и разогреть в микроволновой печи, на гриле или на сковороде.,Мука пшеничная в/с, вода, жир специального назначения (рафинированные дезодорированные фракционированные масла: пальмовое, кокосовое, пальмоядровое, эмульгатор моно- и диглицериды жирных кислот, комплексная пищевая добавка антиокислитель (Е319, лимонная кислота)), масло подсолнечное рафинированное дезодорированное в/с, агент влагоудерживающий глицерин, разрыхлители (гидрокарбонат натрия, дигидропирофосфат натрия), регуляторы кислотности (лимонная кислота, яблочная кислота), соль, консерванты (сорбат калия, пропионат кальция, Е223), глютен пшеничный, стабилизатор Е466, ароматизатор, агенты антислеживающие (фосфат кальция, Е536).",Хлеб
20,Хлеб белый Литовский Хлеб Изобилие 500 г,https://arbuz.kz/image/f/230172-hleb_belyi_litovskii_hleb_izobilie_500_g.jpg,235,Литовский Хлеб,"Хлеб можно есть с любым блюдом, либо отдельно. На него намазывают сливочное масло, варенье, джем, мармелад, желе, мед, получая кушанье под названием бутерброд. Употребляя этот хлеб, можно получить разнообразные полезные вещества: витамины группы В, Е, А, минеральные вещества, пищевые волокна.,Состав: мука высшего сорта, дрожжи, соль, сахар, масло, семена подсолнуха, кунжут, мак, вода.",Хлеб
21,Хлеб черный Литовский Хлеб мини домашний 450 г,https://arbuz.kz/image/f/230164-hleb_chernyi_litovskii_hleb_mini_domashnii_450_g.jpg,206,Литовский Хлеб,"Хлеб можно просто есть вприкуску с уже готовыми блюдами, как это делают многие. Также такую выпечку можно использовать в качестве основы для приготовления быстрых бутербродов и вкусных жареных гренок на завтрак. Его часто добавляют в котлеты в качестве дополнительного ингредиента, который придает изделиям пышность и сочность. ,Состав: мука ржаная, мука пшеничная, дрожжи, сахар, соль, тмин, вода.",Хлеб
22,Тортилья Mission пшеничная оригинальная 116 г,https://arbuz.kz/image/f/244346-tortilya_mission_pshenichnaya_originalnaya_116_g.jpg,435,Mission,"Лепешки Mission - отличная основа для приготовления закусок, горячих блюд и десертов! В мягкую, эластичную лепешку Mission вы можете завернуть все, что найдете в своем холодильнике – превратить ее в ролл-трубочку, рулет-буррито, конвертик-пирожок или даже в основу для пиццы! Рецепты для семейного ужина, перекуса перед компьютером, завтрака для детей – с Mission возможно все! Лепешки станут эластичнее, если перед приготовлением сбрызнуть их водой и разогреть в микроволновой печи, на гриле или на сковороде.,мука пшеничная в/с, вода, жир специального назначения (рафинированные дезодорированные фракционированные масла: пальмовое, кокосовое, пальмоядровое, эмульгатор моно- и диглицериды жирных кислот, комплексная пищевая добавка антиокислитель (Е319, лимонная кислота)), масло подсолнечное рафинированное дезодорированное в/с, агент влагоудерживающий глицерин, разрыхлители (гидрокарбонат натрия, дигидропирофосфат натрия), регуляторы кислотности (лимонная кислота, яблочная кислота), соль, консерванты (сорбат калия, пропионат кальция, Е223), глютен пшеничный, стабилизатор Е466, ароматизатор, агенты антислеживающие (фосфат кальция, Е536)., ",Хлеб
23,Хлеб черный Литовский Хлеб с семечками нарезанный 400 г,https://arbuz.kz/image/f/230168-hleb_chernyi_litovskii_hleb_s_semechkami_narezannyi_400_g.jpg,340,Литовский Хлеб,"Ржаной хлеб с семечками идеально подойдет для людей следящих за собственным здоровьем, поскольку такая выпечка является источником очень многих полезных веществ для человеческого организма. Черный хлеб с семечками используют для гренок, приготовления итальянской брускетты и многих других блюд.,Состав: мука ржаная, мука пшеничная, дрожжи, сахар, соль, тмин, солод,вода, семена подсолнуха.",Хлеб
24,Хлеб Беккер Бездрожжевой пшенично-ржаной 340 г,https://arbuz.kz/image/f/225621-hleb_bekker_bezdrozhzhevoi_pshenichno-rzhanoi_340_g.jpg,372,Беккер,"Готовится на натуральной закваске, рождённой из муки и воды, без использования синтезированных промышленным образом дрожжей, ускоряющих процесс хлебопечения. Длительный процесс брожения закваски в течение недели с систематическим ее обновлением позволяет выработать натуральные ферменты, необходимые для здоровья человека. ,Такой способ приготовления позволяет нам печь хлеб с насыщенным вкусом, хрустящей румяной корочкой и пористым мякишем. Бездрожжевой хлеб сохраняет свои вкусовые качества в течение всего срока годности., мука пшеничная, вода, комплексная пищевая добавка (мука пшеничная, разрыхлитель E575, E500ii, E450i, эмульгатор Е482, гороховые волокна, агент антислеживающий Е170, загуститель Е466, мука пшеничная солодовая, регулятор кислотности Е341i, ароматизатор, антиокислитель Е300, ферментные препараты), мука ржаная, маргарин (дезодорирован.растительные масла, вода, эмульгатор Е471, Е475, Е322, соль пищевая, консервант Е202, регулятор кислотности Е330), ароматизатор ""масло"", краситель Е100, Е106b, гидрогенизированное и негидрогенизированное масло, вода), сахар-песок, экстракт солодовый (ячменный солод, вода).",Хлеб
25,Хлеб Honmil фирменный молоко и мед 360 г,https://arbuz.kz/image/f/244785-hleb_honmil_firmennyi_moloko_i_med_360_g.jpg,375,Honmil,"мука пшеничная высшего сорта, вода питьевая, пшеница плющенная, смесь семян (семена кунжута, овсяные хлопья, семена льна, семена подсолнечника), овес резанный, натуральный мёд, сироп сахарный (свекольный и тростниковый), молоко сухое обезжиренное, посыпка (пшено, манная крупа, семена кунжута), дрожжи хлебопекарные прессованные, соль пищевая, улучшитель хлебопекарный (клейковина пшеничная, жир растительный, мука пшеничная, мука люпиновая, антиокислитель Е300, ферменты), смесь семян (пшено, манная крупа, кунжут).",Хлеб
26,Батон Литовский Хлеб Солнечный нарезанный 350 г,https://arbuz.kz/image/f/230159-baton_litovskii_hleb_solnechnyi_narezannyi_350_g.jpg,195,Литовский Хлеб,"Ароматный батон удобно нарезан на ломтики. Идеально подходит для приготовления бутербродов, сэндвичей или дополнения первых и вторых блюд.,Состав: мука высший сорт, соль, дрожжи, сахар, маргарин, вода.",Хлеб
27,Хлеб Honmil пшеничный формовой 500 г,https://arbuz.kz/image/f/244816-hleb_honmil_pshenichnyi_formovoi_500_g.jpg,120,Honmil," мука пшеничная первого сорта, вода питьевая, соль пищевая, дрожжи хлебопекарные прессованные, сахар-песок,закваска сухая (мука пшеничная набухающая, мука пшеничная хлебопекарная второго сорта, регуляторы кислотности: кислота лимонная, Е263), улучшитель хлебопекарный (мука пшеничная хлебопекарная, концентрат (мука пшеничная, улучшитель муки: аскорбиновая кислота (Е300), соль, пшеничный крахмал, ферменты); глюкоза, эмульгатор (Е 472 е, Е 341iii), ферменты).",Хлеб
28,Хлеб Honmil Президентский 370 г,https://arbuz.kz/image/f/244817-hleb_honmil_prezidentskii_370_g.jpg,170,Honmil,"мука пшеничная первого сорта, вода питьевая, мука ржаная обдирная, солод ржаной ферментированный, соль пищевая, сахар-песок, маргарин (высококачественные растительные масла, вода, эмульгаторы (моноглицериды, лецитин), соль пищевая, регулятор кислотности (кислота лимонная), ароматизатор, краситель β-каротин), дрожжи хлебопекарные прессованные, солод жидкий (ячмень и вода), кориандр молотый, улучшитель хлебопекарный (мука пшеничная хлебопекарная, концентрат (мука пшеничная, улучшитель муки: аскорбиновая кислота (Е300), соль, пшеничный крахмал, ферменты); глюкоза, эмульгатор (Е 472 е, Е 341iii), ферменты), семена кунжута.",Хлеб
29,Хлеб Honmil Бездрожжевой 300 г,https://arbuz.kz/image/f/244823-hleb_honmil_bezdrozhzhevoi_300_g.jpg,275,Honmil," мука пшеничная высшего сорта, вода питьевая, сухая смесь (мука пшеничная хлебопекарная, разрыхлители Е575, Е500ii, Е450i, эмульгатор Е482 гороховые волокна, загуститель Е466, мука пшеничная солодовая, регулятор кислотности, Е341i, ароматизатор, антиокислитель Е300, ферментные препараты), маргарин (высококачественные растительные масла, вода, эмульгаторы (моноглицериды, лецитин), соль пищевая, регулятор кислотности (кислота лимонная), ароматизатор, краситель β-каротин), қарабидай кебекті ұны, сахар-песок, соль пищевая.",Хлеб
30,Хлеб Honmil цельнозерновой 250 г,https://arbuz.kz/image/f/244826-hleb_honmil_celnozernovoi_250_g.jpg,365,Honmil,"Вода питьевая, мука пшеничная первого сорта, мука ржаная обдирная, рожь резаная, рожь плющеная, сироп сахарный (свекольный и тростниковый), посыпка (лен светлый, лен темный, семена подсолнечника, семена кунжута), закваска жидкая (мука ржаная, вода, исходная закваска), дрожжи хлебопекарные прессованные, соль пищевая, солод жидкий (ячмень, вода),",Хлеб
31,Багет Honmil 300 г,https://arbuz.kz/image/f/244829-baget_honmil_300_g.jpg,130,Honmil,"мука пшеничная первого сорта, вода питьевая, дрожжи хлебопекарные прессованные, соль пищевая, сахар-песок, улучшитель хлебопекарный (мука пшеничная, глюкоза, мука пшеничная солодовая, эмульгатор (Е 472е), концентрат (мука пшеничная, ацетат кальция (Е 263), фосфат кальция 3-х замещенный (Е 341 iii), ферменты, аскорбиновая кислота (Е 300)).",Хлеб
32,Хлеб Верный ржаной 500 г,https://arbuz.kz/image/f/249501-hleb_vernyi_rzhanoi_500_g.jpg,365,Верный,"Состав: мука ржаная, мука пшеничная 1 сорт, вода , соль, сахар, масло подсолнечное не рафинированное холодного отжима, кориандр, солод ржаной ферментированный.",Хлеб
33,Хлеб Honmil кукурузный 300 г,https://arbuz.kz/image/f/244833-hleb_honmil_kukuruznyi_300_g.jpg,375,Honmil," вода питьевая, мука пшеничная первого сорта, смесь кукурузная (крупа кукрузная экструдированная, мука пшеничная, крупа кукурузная, клейковина пшеничная, соль пищевая, эмульгатор Е472, концентрат, кислота аскорбиновая, ферменты), дрожжи хлебопекарные прессованные.",Хлеб
34,Хлеб Верный морковный 270 г,https://arbuz.kz/image/f/249503-hleb_vernyi_morkovnyi_270_g.jpg,255,Верный,"Состав: мука пшеничная 1 сорт, вода, соль, морковный сок с мякотью.",Хлеб
35,Вафли Rice Spoon венские рисовые на закваске 320 г,https://arbuz.kz/image/f/238516-vafli_rice_spoon_venskie_risovye_na_zakvaske_320_g.jpg,1400,Rice Spoon,"Полная имитация пшеничной выпечки. Рисовые венские вафли производятся по технологии аналогичной традиционной. Имеют традиционный нежный сливочный вкус вафель., рисовая мука цельнозерновая тонкого помола, яйцо, эритрит, стевиозид, масло гхи, рапсовое масло холодного отжима.",Хлеб
36,Печенье Rice Spoon рисовое песочное без глютена и сахара 120 г,https://arbuz.kz/image/f/238514-pechene_rice_spoon_risovoe_pesochnoe_bez_glyutena_i_sahara_120_g.jpg,630,Rice Spoon,"Полная имитация пшеничного песочного печенья. Рисовое печенье производится по технологии аналогичной традиционной. Имеет традиционную песочную структуру и нежный сливочный вкус.,бурый рис, йодированная соль, яичный белок, эритрит, рапсовое масло, ксантановая камедь.,Пищевая и энергетическая ценность в 100 г. продукта: белки - 5 г, жиры -1 3 г, углеводы - 29 г. Калорийность - 275 ккал/10150 кДж. Хранить при температуре от 18 до 22 градусов по Цельсию и относительной влажности не более 75%",Хлеб
37,Капкейки Rice Spoon рисовые без глютена и сахара 200 г,https://arbuz.kz/image/f/238513-kapkeiki_rice_spoon_risovye_bez_glyutena_i_sahara_200_g.jpg,1400,Rice Spoon,"Полная имитация пшеничной выпечки. Традиционный бисквитный вкус и фактура. Капкейки производятся по технологии аналогичной традиционной. Имеют воздушную текстуру и классический бисквитный вкус. Отлично сочетаются с любыми кремами и топпингами.,бурый рис, йодированная соль, яичный белок, эритрит, ксантановая камедь.,Пищевая и энергетическая ценность в 100 г. продукта: белки - 11 г, жиры - 3 г, углеводы - 22 г. Калорийность - 280 ккал/1170 кДж. Хранить при температуре от 18 до 22 градусов по Цельсию и относительной влажности не более 75%, ",Хлеб
38,Хлеб Rice Spoon рисовый на закваске без глютена и лактозы 350 г,https://arbuz.kz/image/f/238506-hleb_rice_spoon_risovyi_na_zakvaske_bez_glyutena_i_laktozy_350_g.jpg,630,Rice Spoon,"Классический белый хлеб на закваске. Обладает нежным вкусом с едва заметной кислинкой. Структура мякиша – чуть влажноватая, немного плотнее обычного дрожжевого хлеба. Глютен в хлебе заменяет структурообразователь – ксантановая камедь (натуральный полисахарид) в сочетании с молочной кислотой, вырабатываемой при ферментировании теста (брожении) лактобактериями. Не содержит молочных продуктов. Содержит пониженное количество соли. Выраженный хлебный вкус дает молочная кислота и аминокислотные соединения, возникающие вследствие естественного брожения тестовой заготовки перед выпечкой.,Обладает пониженным гликемическим индексом (60). Выпекается из цельнозернового риса с сохранением отрубной оболочки. Помол осуществляется грубый, для снижения гликемического индекса и улучшения перистальтики ЖКТ.,бурый рис, йодированная соль, натуральная закваска (рис, вода питьевая), ксантановая камедь.,Пищевая и энергетическая ценность в 100 г. продукта: белки - 9 г, жиры - 3 г, углеводы - 39 г. Калорийность - 240 ккал/1004 кДж. Хранить при температуре от 18 до 22 градусов по Цельсию и относительной влажности не более 75%",Хлеб
39,Хлеб Rice Spoon луковый на закваске без глютена и лактозы 351 г,https://arbuz.kz/image/f/238507-hleb_rice_spoon_lukovyi_na_zakvaske_bez_glyutena_i_laktozy_351_g.jpg,770,Rice Spoon,"Вариация рисового хлеба на закваске с сушеным луком. Характеризуется ярким луковым ароматом. Обладает нежным вкусом с едва заметной кислинкой. Структура мякиша – чуть влажноватая, немного плотнее обычного дрожжевого хлеба. Глютен в хлебе заменяет структурообразователь – ксантановая камедь (натуральный полисахарид) в сочетании с молочной кислотой, вырабатываемой при ферментировании теста (брожении) лактобактериями. Не содержит молочных продуктов. Содержит пониженное количество соли. Выраженный хлебный вкус дает молочная кислота и аминокислотные соединения, возникающие вследствие естественного брожения тестовой заготовки перед выпечкой. Обладает пониженным гликемическим индексом (60). Выпекается из цельнозернового риса с сохранением отрубной оболочки., бурый рис, лук, йодированная соль, натуральная закваска (рис, вода питьевая), ксантановая камедь.,Пищевая и энергетическая ценность в 100 г. продукта: белки - 9 г, жиры - 3 г, углеводы - 39 г. Калорийность - 240 ккал/1004 кДж. Хранить при температуре от 18 до 22 градусов по Цельсию и относительной влажности не более 75%",Хлеб
40,Хлеб Rice Spoon нутовый на закваске без глютена и лактозы 350 г,https://arbuz.kz/image/f/238508-hleb_rice_spoon_nutovyi_na_zakvaske_bez_glyutena_i_laktozy_350_g.jpg,770,Rice Spoon,"Вариация белого хлеба с нутовым вкусом. Характеризуется сладковато-гороховым ароматом. Пышнее и нежнее по фактуре чем классический рисовый. Обладает нежным вкусом с едва заметной кислинкой. Структура мякиша – чуть влажноватая, немного плотнее обычного дрожжевого хлеба. Глютен в хлебе заменяет структурообразователь – ксантановая камедь (натуральный полисахарид) в сочетании с молочной кислотой, вырабатываемой при ферментировании теста (брожении) лактобактериями. Не содержит молочных продуктов. Содержит пониженное количество соли. Выраженный хлебный вкус дает молочная кислота и аминокислотные соединения, возникающие вследствие естественного брожения тестовой заготовки перед выпечкой.,Обладает пониженным гликемическим индексом (60). Выпекается из цельнозернового риса с сохранением отрубной оболочки. Помол осуществляется грубый, для снижения гликемического индекса и улучшения перистальтики ЖКТ.,бурый рис, нут, йодированная соль, натуральная закваска (рис, вода питьевая), ксантановая камедь.,Пищевая и энергетическая ценность в 100 г. продукта: белки - 9 г, жиры - 3 г, углеводы - 39 г. Калорийность - 240 ккал/1004 кДж. Хранить при температуре от 18 до 22 градусов по Цельсию и относительной влажности не более 75%",Хлеб
